age,gender,education_level,experience_years,pevious_companies,distance_from_company,interview_score,skill_score,personality_score,recruitment_strategy,hiring_decision
36,Female,Bachelor's (Type 1),15,4,10.472171658370138,98,26,76,Constructive,Not Selected
49,Female,Master's,7,4,21.05739847458988,9,98,84,Moderate,Selected
33,Male,Bachelor's (Type 1),7,5,48.38980330072285,46,25,45,Moderate,Not Selected
49,Female,Bachelor's (Type 2),10,3,20.829528719316485,74,59,8,Constructive,Not Selected
39,Male,Bachelor's (Type 1),8,3,7.243503845296133,13,17,16,Aggressive,Not Selected
24,Male,Bachelor's (Type 2),7,3,27.272256318108976,37,96,46,Moderate,Not Selected
31,Female,Bachelor's (Type 1),12,4,6.474548627723108,11,88,84,Moderate,Not Selected
35,Female,Bachelor's (Type 2),10,5,11.14266193639326,44,55,94,Moderate,Not Selected
45,Male,PhD,1,1,50.91593782854783,16,30,58,Aggressive,Not Selected
45,Female,Bachelor's (Type 1),13,2,28.0681319198066,79,100,53,Moderate,Not Selected
35,Female,Bachelor's (Type 1),13,1,15.202919452021453,34,58,85,Moderate,Not Selected
40,Female,Bachelor's (Type 2),11,4,50.7387477286953,65,1,11,Moderate,Not Selected
26,Female,Master's,9,3,49.32794592775716,74,96,63,Constructive,Selected
23,Female,Bachelor's (Type 2),11,2,23.036952054213177,40,38,5,Constructive,Not Selected
20,Male,Bachelor's (Type 2),10,4,14.02015543939542,66,60,52,Moderate,Not Selected
49,Male,Bachelor's (Type 1),14,4,42.9199819046095,28,62,15,Constructive,Not Selected
49,Female,Master's,15,4,36.78103584858929,17,95,89,Moderate,Selected
24,Female,Bachelor's (Type 2),0,2,35.34707175017552,19,17,4,Moderate,Not Selected
42,Female,Master's,9,2,45.655687066123626,13,16,72,Moderate,Not Selected
45,Male,PhD,1,5,35.47085669356623,33,97,45,Moderate,Not Selected
29,Female,Bachelor's (Type 2),1,5,15.189897152077457,48,38,13,Aggressive,Not Selected
41,Male,Master's,11,1,35.693158093786614,53,70,43,Moderate,Not Selected
24,Male,Bachelor's (Type 1),2,2,16.290675564183196,30,53,62,Moderate,Not Selected
23,Male,Master's,9,2,38.96194898284976,57,98,93,Moderate,Selected
21,Female,Bachelor's (Type 2),6,2,31.9873927245783,41,93,51,Constructive,Not Selected
39,Male,Master's,1,5,4.870577599237529,57,75,25,Moderate,Not Selected
50,Female,Bachelor's (Type 1),13,4,26.641768121757103,81,34,52,Aggressive,Selected
29,Male,Bachelor's (Type 1),15,3,18.165048459787048,29,10,28,Moderate,Not Selected
45,Female,Bachelor's (Type 2),0,5,17.428531636614714,24,60,18,Moderate,Not Selected
38,Male,Bachelor's (Type 2),15,2,31.112815118862866,62,43,46,Moderate,Not Selected
45,Female,Bachelor's (Type 2),13,5,17.116241223471246,18,67,7,Aggressive,Selected
20,Male,Bachelor's (Type 2),5,1,39.84468741024364,71,24,22,Moderate,Not Selected
43,Female,Bachelor's (Type 1),8,2,4.539571800558722,91,47,34,Constructive,Not Selected
24,Female,Bachelor's (Type 2),14,1,34.019412619791275,7,31,94,Moderate,Not Selected
32,Female,Master's,2,2,41.45974018283706,94,83,52,Constructive,Not Selected
23,Female,Bachelor's (Type 2),5,5,34.6415844960215,2,94,98,Constructive,Not Selected
35,Male,Bachelor's (Type 1),2,4,25.86145975099979,66,3,95,Aggressive,Not Selected
43,Male,Bachelor's (Type 2),13,3,48.51535068680906,85,37,57,Moderate,Not Selected
35,Female,Bachelor's (Type 1),12,1,15.99692448990318,80,62,4,Moderate,Not Selected
42,Male,PhD,0,5,1.958394376248889,99,46,15,Aggressive,Selected
21,Female,Bachelor's (Type 1),13,4,22.599468573172043,16,0,16,Moderate,Not Selected
36,Female,Master's,12,5,2.6505967950163623,13,2,31,Moderate,Not Selected
47,Male,PhD,15,1,48.69683762632044,8,100,95,Aggressive,Selected
46,Female,Master's,11,3,11.495902287402576,61,85,51,Constructive,Not Selected
39,Female,Bachelor's (Type 2),4,5,40.44635119744397,93,61,19,Moderate,Not Selected
43,Male,Master's,9,2,39.72860415871824,20,63,65,Constructive,Selected
31,Female,PhD,13,4,11.886444984146676,75,16,83,Moderate,Selected
37,Female,Bachelor's (Type 2),12,5,32.061326524008365,36,77,81,Constructive,Not Selected
22,Female,Bachelor's (Type 2),10,4,3.4039484243225107,95,61,0,Moderate,Not Selected
47,Female,Bachelor's (Type 2),3,2,25.178729285193373,10,34,57,Aggressive,Not Selected
20,Male,Bachelor's (Type 2),6,3,1.7323563636243369,19,12,92,Moderate,Not Selected
20,Male,Bachelor's (Type 2),5,3,47.05719400904209,34,34,92,Moderate,Not Selected
48,Male,Bachelor's (Type 2),9,2,49.80430120997858,52,42,82,Moderate,Not Selected
38,Female,Bachelor's (Type 2),6,4,12.114138331929263,46,1,43,Moderate,Not Selected
30,Female,Bachelor's (Type 1),4,5,11.40530172981864,74,55,5,Aggressive,Selected
24,Male,Bachelor's (Type 1),14,2,38.68600882810648,51,76,49,Moderate,Not Selected
31,Female,Bachelor's (Type 2),14,1,13.668969941466724,7,50,71,Moderate,Not Selected
22,Female,Bachelor's (Type 1),3,4,45.75382795809225,3,53,87,Moderate,Not Selected
20,Female,Bachelor's (Type 2),15,3,29.69645680614911,26,15,19,Moderate,Not Selected
20,Female,Bachelor's (Type 2),6,2,18.538881150515607,43,17,13,Constructive,Not Selected
27,Male,Master's,6,3,42.634687317471005,39,6,4,Moderate,Not Selected
29,Male,Bachelor's (Type 1),5,4,25.67033502066976,46,44,40,Moderate,Not Selected
30,Male,Bachelor's (Type 2),7,3,46.58164568542378,93,35,39,Constructive,Not Selected
31,Female,Master's,3,2,47.40071183646905,43,40,33,Moderate,Not Selected
48,Male,Bachelor's (Type 2),9,4,9.271007606420469,47,93,79,Aggressive,Selected
32,Male,Bachelor's (Type 1),4,1,1.1161703065965136,90,41,44,Aggressive,Not Selected
31,Female,Master's,3,2,50.19654700712011,84,6,70,Moderate,Not Selected
50,Female,Master's,11,5,46.30687680637397,51,14,79,Aggressive,Selected
33,Male,Bachelor's (Type 2),0,2,3.772261785192071,83,59,70,Moderate,Not Selected
21,Male,Bachelor's (Type 2),11,4,42.651713197053496,67,39,26,Aggressive,Not Selected
48,Male,PhD,7,2,23.89024662796033,10,82,77,Aggressive,Selected
38,Male,Bachelor's (Type 2),0,1,13.94808025124876,76,36,77,Moderate,Not Selected
37,Female,Bachelor's (Type 2),4,1,44.937326183846494,72,65,43,Constructive,Not Selected
22,Male,Master's,14,5,10.833361619515363,3,54,32,Moderate,Not Selected
42,Male,Bachelor's (Type 2),5,3,48.36499997100335,75,76,32,Constructive,Not Selected
36,Female,Bachelor's (Type 2),5,4,11.281074384967054,72,94,43,Constructive,Not Selected
45,Male,Bachelor's (Type 2),12,4,31.684159386437177,76,79,19,Aggressive,Selected
27,Female,Master's,4,3,12.154316726448744,47,55,35,Moderate,Not Selected
48,Female,Bachelor's (Type 2),15,1,28.283433248431734,25,43,6,Moderate,Not Selected
45,Female,Bachelor's (Type 2),2,1,35.19875649575707,76,56,31,Constructive,Not Selected
29,Male,Bachelor's (Type 2),14,2,10.511396541006878,38,5,66,Moderate,Not Selected
45,Male,Bachelor's (Type 2),4,5,27.04428913503396,91,91,38,Constructive,Not Selected
49,Female,Bachelor's (Type 2),11,5,24.45298721950595,57,31,92,Aggressive,Selected
21,Male,Master's,7,5,4.551871070167062,18,73,23,Aggressive,Selected
38,Male,Bachelor's (Type 2),13,2,41.91539088376515,87,17,85,Moderate,Not Selected
28,Female,Bachelor's (Type 1),1,5,17.784120032142084,82,67,69,Moderate,Not Selected
26,Female,Master's,15,3,29.729109877593977,76,72,87,Aggressive,Selected
23,Male,Bachelor's (Type 1),5,2,26.73921174665672,76,6,86,Moderate,Not Selected
45,Female,PhD,8,3,26.663025228522116,57,7,53,Aggressive,Selected
40,Male,Bachelor's (Type 1),7,2,6.361119710424372,27,63,37,Moderate,Not Selected
37,Male,Bachelor's (Type 2),13,5,22.17410046246664,65,6,73,Constructive,Not Selected
32,Male,Bachelor's (Type 1),10,3,23.61833796032851,9,40,79,Constructive,Not Selected
30,Male,PhD,7,3,37.68214201822242,85,39,74,Moderate,Selected
48,Female,Bachelor's (Type 2),7,3,43.00094159603493,76,2,31,Moderate,Not Selected
43,Female,Bachelor's (Type 1),14,2,28.2491139050009,57,16,44,Moderate,Not Selected
23,Female,Bachelor's (Type 2),12,4,5.339147703249524,72,65,60,Aggressive,Selected
44,Female,Bachelor's (Type 1),6,5,12.842473529827313,96,78,69,Moderate,Selected
40,Male,Bachelor's (Type 1),7,3,9.246701342636554,13,92,87,Aggressive,Selected
48,Male,PhD,12,4,7.230753159456237,83,51,96,Constructive,Selected
44,Female,Bachelor's (Type 2),5,5,19.29496493089038,14,21,52,Constructive,Not Selected
23,Male,Master's,1,5,12.469675107719102,95,3,50,Moderate,Not Selected
29,Male,Bachelor's (Type 2),1,3,11.915155590575615,32,5,75,Moderate,Not Selected
24,Male,Bachelor's (Type 2),7,3,3.734658728813383,16,37,55,Aggressive,Not Selected
28,Female,Bachelor's (Type 1),10,2,1.883502239771694,23,25,26,Moderate,Not Selected
43,Female,Bachelor's (Type 2),0,4,6.13841213248909,29,10,37,Moderate,Not Selected
22,Female,Master's,5,4,9.609873971181653,61,89,61,Moderate,Not Selected
36,Male,PhD,12,3,22.54918644241016,12,16,17,Aggressive,Selected
22,Female,Bachelor's (Type 2),15,5,26.526013064942237,61,87,63,Constructive,Not Selected
35,Female,Bachelor's (Type 2),5,3,8.029595908668279,46,91,76,Moderate,Not Selected
23,Female,Bachelor's (Type 2),15,5,22.239167076209316,15,98,29,Constructive,Not Selected
37,Female,PhD,10,5,18.08744211629637,65,30,48,Constructive,Not Selected
36,Female,Bachelor's (Type 2),3,3,10.1711821748978,80,76,40,Constructive,Not Selected
26,Female,Bachelor's (Type 2),11,1,1.3420374074181776,95,34,12,Aggressive,Selected
43,Male,Master's,10,4,24.350893326087085,42,15,33,Aggressive,Selected
42,Male,Bachelor's (Type 1),12,5,35.282587463259965,7,78,99,Moderate,Not Selected
49,Female,Bachelor's (Type 1),14,5,12.313866707190352,2,17,93,Aggressive,Selected
24,Female,Bachelor's (Type 2),10,1,7.590341494833968,11,100,24,Moderate,Not Selected
31,Male,PhD,15,2,45.35213722234809,83,61,65,Moderate,Selected
36,Male,Bachelor's (Type 2),12,1,14.751238624389888,15,26,99,Moderate,Not Selected
42,Female,Bachelor's (Type 2),9,1,12.180630989633238,77,34,17,Aggressive,Selected
32,Female,Bachelor's (Type 2),2,5,43.85484698049579,79,44,4,Constructive,Not Selected
42,Female,Bachelor's (Type 2),12,4,41.85535495833806,58,34,18,Aggressive,Not Selected
44,Female,Bachelor's (Type 2),10,1,23.41732352623168,48,27,41,Moderate,Not Selected
22,Male,Bachelor's (Type 2),2,2,25.461943071388724,62,8,17,Moderate,Not Selected
28,Female,Bachelor's (Type 2),14,3,11.887435241701098,61,75,31,Moderate,Not Selected
49,Female,Bachelor's (Type 2),14,1,4.9150835239778745,48,14,20,Moderate,Not Selected
36,Female,Bachelor's (Type 2),15,1,29.67159126778305,50,20,9,Aggressive,Not Selected
36,Female,Bachelor's (Type 2),12,2,5.917246079510656,32,51,36,Moderate,Not Selected
49,Male,Master's,12,4,23.46372734783249,29,34,48,Aggressive,Selected
39,Male,Bachelor's (Type 1),0,1,48.02485992565054,58,96,85,Aggressive,Selected
35,Male,Master's,2,1,48.64171945852922,75,50,12,Moderate,Not Selected
44,Female,Master's,3,4,12.96661432736793,14,82,54,Moderate,Not Selected
41,Female,Bachelor's (Type 2),10,2,32.20567100228272,81,54,16,Moderate,Not Selected
32,Male,Bachelor's (Type 2),10,1,24.703813205392883,91,86,8,Moderate,Not Selected
46,Female,Bachelor's (Type 2),4,4,44.7842563793053,22,76,87,Constructive,Not Selected
38,Female,Bachelor's (Type 2),2,1,14.57154321380266,77,43,43,Constructive,Not Selected
36,Male,Bachelor's (Type 2),5,3,1.1851203416208425,93,64,77,Moderate,Not Selected
23,Male,Bachelor's (Type 1),10,5,9.128060296570755,96,92,45,Aggressive,Selected
31,Male,Bachelor's (Type 2),13,3,18.476140058469905,44,87,7,Moderate,Not Selected
48,Male,Master's,14,1,16.78605648852443,61,79,36,Aggressive,Selected
28,Female,Bachelor's (Type 2),11,2,40.5681459561443,78,24,18,Moderate,Not Selected
38,Female,Master's,15,5,35.02803330694189,70,86,62,Moderate,Selected
31,Male,Bachelor's (Type 2),4,3,15.977815980744865,14,91,91,Moderate,Not Selected
28,Female,Master's,2,4,23.887190858310667,45,46,45,Moderate,Not Selected
26,Male,Bachelor's (Type 2),5,2,5.777955197916761,63,79,93,Aggressive,Selected
47,Male,Bachelor's (Type 1),5,3,45.90732224100504,45,55,70,Moderate,Not Selected
33,Female,Bachelor's (Type 2),14,4,47.77124122242671,55,37,25,Moderate,Not Selected
50,Male,Bachelor's (Type 1),13,1,49.9901767690469,43,10,45,Moderate,Not Selected
39,Female,Bachelor's (Type 2),7,4,44.42764153929188,74,66,45,Moderate,Not Selected
38,Female,PhD,1,3,9.698044384811276,28,14,74,Moderate,Not Selected
45,Female,Bachelor's (Type 1),0,3,3.3098241600814418,94,0,13,Moderate,Not Selected
34,Female,Bachelor's (Type 2),15,1,29.9798363706337,61,6,84,Moderate,Not Selected
35,Male,Master's,3,4,46.63025134415552,88,0,62,Aggressive,Selected
40,Female,Master's,15,4,9.867568082987145,51,48,71,Aggressive,Selected
24,Male,Bachelor's (Type 2),6,1,1.352145731207093,53,95,2,Moderate,Not Selected
22,Male,Bachelor's (Type 2),14,4,41.27480230161222,87,72,27,Aggressive,Selected
31,Male,Bachelor's (Type 2),15,1,4.8397842143367,56,28,28,Moderate,Not Selected
44,Male,Bachelor's (Type 2),10,2,21.68530159550152,82,25,86,Moderate,Not Selected
39,Female,Master's,9,3,34.94436685943925,65,86,17,Constructive,Not Selected
46,Female,PhD,2,2,12.839879272809007,21,44,34,Constructive,Not Selected
40,Male,Master's,2,5,5.198128172336335,19,92,76,Aggressive,Selected
23,Male,Master's,15,5,39.50106142279143,32,96,75,Constructive,Selected
40,Female,Bachelor's (Type 1),4,5,32.50875424435208,71,70,46,Moderate,Not Selected
42,Male,Master's,4,1,50.42452422434024,24,11,4,Moderate,Not Selected
35,Female,Master's,12,4,18.21540166599797,45,94,74,Aggressive,Selected
44,Male,Bachelor's (Type 1),9,2,4.088119314509985,72,31,58,Constructive,Not Selected
26,Female,Master's,2,2,37.71750176676479,97,19,74,Aggressive,Selected
32,Male,Bachelor's (Type 2),8,2,27.08667094266228,56,50,58,Constructive,Not Selected
40,Male,Bachelor's (Type 2),3,2,11.660196569456753,86,80,46,Aggressive,Selected
29,Female,Master's,12,5,40.08644945023797,4,35,94,Moderate,Not Selected
45,Male,Bachelor's (Type 2),12,2,11.187774292497188,54,66,94,Moderate,Not Selected
26,Male,Bachelor's (Type 1),14,4,14.03308274164683,60,0,12,Aggressive,Not Selected
33,Female,Bachelor's (Type 2),2,5,5.6264277183359575,88,26,77,Aggressive,Selected
50,Male,Bachelor's (Type 2),10,2,20.97161395154272,7,39,88,Moderate,Not Selected
45,Female,PhD,1,1,21.946461196870946,15,96,32,Aggressive,Selected
24,Female,Bachelor's (Type 2),9,3,26.72808951741492,47,83,96,Moderate,Not Selected
22,Male,Bachelor's (Type 2),12,3,36.44821335618887,60,13,61,Moderate,Not Selected
42,Male,Master's,10,3,46.30504643402129,14,99,78,Constructive,Selected
48,Male,Bachelor's (Type 2),8,5,7.886704944390432,64,68,15,Moderate,Not Selected
30,Male,Bachelor's (Type 2),3,2,3.717404917432853,21,86,43,Aggressive,Not Selected
30,Male,Bachelor's (Type 2),15,5,1.9265616797166645,2,78,57,Moderate,Not Selected
37,Male,Master's,2,4,8.181068903440814,53,5,5,Aggressive,Not Selected
34,Male,Bachelor's (Type 2),6,1,33.897474289081295,13,32,88,Constructive,Not Selected
31,Female,Bachelor's (Type 2),7,1,37.37385389982483,35,54,14,Constructive,Not Selected
28,Male,Bachelor's (Type 1),10,3,40.32528567640611,81,18,3,Moderate,Not Selected
29,Female,Bachelor's (Type 1),13,3,13.185410595217132,81,76,55,Aggressive,Selected
45,Male,Bachelor's (Type 1),1,3,16.294740663075995,66,28,63,Constructive,Not Selected
31,Male,Bachelor's (Type 1),6,2,25.156732278274973,9,60,67,Constructive,Not Selected
36,Female,Bachelor's (Type 2),11,4,4.159154843011325,48,69,93,Constructive,Not Selected
48,Male,Master's,4,4,31.557076160562307,64,78,33,Constructive,Not Selected
25,Male,Bachelor's (Type 2),14,4,50.18675168378789,90,79,90,Moderate,Selected
26,Female,Master's,10,4,19.040315568900127,56,23,94,Aggressive,Selected
33,Male,PhD,4,3,38.6423737545692,26,22,55,Moderate,Not Selected
32,Male,Master's,2,1,26.0016957784804,74,9,31,Moderate,Not Selected
27,Male,Bachelor's (Type 2),4,3,7.390592218019137,4,53,8,Moderate,Not Selected
29,Female,Bachelor's (Type 2),11,4,30.11187244012932,70,40,62,Moderate,Not Selected
28,Male,Bachelor's (Type 2),1,3,15.993713422203248,82,48,71,Aggressive,Selected
37,Male,Bachelor's (Type 1),3,4,2.720160422672912,56,16,77,Moderate,Not Selected
46,Male,Bachelor's (Type 2),5,5,32.74648650588719,92,55,32,Moderate,Not Selected
45,Male,PhD,0,1,43.94661746623638,14,44,86,Aggressive,Selected
21,Female,Master's,9,5,18.23848834499371,98,29,20,Moderate,Not Selected
24,Female,Bachelor's (Type 2),3,2,20.51477736063853,100,43,54,Constructive,Not Selected
48,Male,Bachelor's (Type 2),5,3,45.55108414836057,75,73,75,Constructive,Not Selected
24,Male,Master's,8,2,41.680440668367794,29,54,56,Moderate,Not Selected
25,Female,Bachelor's (Type 1),13,3,36.74764117758885,19,18,1,Moderate,Not Selected
38,Female,Bachelor's (Type 2),10,5,13.439853187657397,36,28,12,Aggressive,Not Selected
27,Male,Master's,15,4,46.51083274833223,2,1,3,Moderate,Not Selected
35,Female,Bachelor's (Type 2),10,4,8.72078787696065,72,35,83,Moderate,Not Selected
32,Male,Bachelor's (Type 1),12,3,32.33852597086109,40,18,49,Moderate,Not Selected
20,Female,Bachelor's (Type 2),1,4,2.440059027325935,38,6,47,Constructive,Not Selected
41,Female,Master's,10,5,33.18599031624729,25,25,77,Moderate,Not Selected
39,Female,Bachelor's (Type 2),6,4,14.857217593667992,1,78,29,Aggressive,Selected
36,Female,Bachelor's (Type 2),5,5,23.483848859186,22,37,28,Aggressive,Not Selected
50,Male,Bachelor's (Type 2),1,2,18.263227602852652,22,2,7,Moderate,Not Selected
26,Female,Bachelor's (Type 2),7,5,9.637837812310496,84,79,11,Moderate,Not Selected
44,Female,Bachelor's (Type 2),6,1,32.09903950469371,15,65,40,Constructive,Not Selected
32,Male,Master's,10,1,45.09877775703037,8,94,25,Moderate,Not Selected
23,Female,Bachelor's (Type 1),4,1,48.95421211412017,12,91,49,Moderate,Not Selected
23,Female,Master's,11,3,10.617318157695752,27,70,1,Moderate,Not Selected
25,Male,Bachelor's (Type 1),4,3,36.86863870314867,26,93,54,Moderate,Not Selected
47,Female,Bachelor's (Type 2),6,3,34.21696833028411,50,42,55,Moderate,Not Selected
50,Male,Bachelor's (Type 1),8,5,18.168889478728627,63,61,13,Moderate,Not Selected
38,Male,Bachelor's (Type 2),10,3,1.954959967686292,51,70,5,Moderate,Not Selected
48,Male,Bachelor's (Type 2),14,2,35.48956236564331,80,99,94,Aggressive,Selected
31,Male,Bachelor's (Type 2),8,1,48.274743027975006,37,92,80,Constructive,Not Selected
41,Female,Bachelor's (Type 1),8,5,32.60600609578257,99,23,88,Moderate,Not Selected
26,Male,Bachelor's (Type 2),5,1,22.764636209381703,64,38,60,Aggressive,Not Selected
46,Female,Bachelor's (Type 1),9,3,27.257694705581414,17,67,95,Aggressive,Selected
29,Female,Master's,5,5,10.981440382995876,62,92,11,Aggressive,Selected
45,Female,PhD,2,4,38.52720818768688,50,43,12,Moderate,Not Selected
38,Female,Bachelor's (Type 2),0,2,38.32099150049245,8,4,18,Aggressive,Not Selected
26,Female,Bachelor's (Type 2),15,3,8.275865019371247,12,54,43,Aggressive,Selected
49,Female,Bachelor's (Type 2),6,3,44.89891912498295,39,92,88,Moderate,Not Selected
22,Female,Bachelor's (Type 1),3,2,14.459486973665264,54,29,94,Moderate,Not Selected
32,Female,Bachelor's (Type 2),0,2,50.11280304683074,78,28,58,Aggressive,Not Selected
32,Female,Master's,14,4,20.14515070186229,42,25,36,Moderate,Not Selected
37,Female,Bachelor's (Type 2),7,3,9.894202936724982,43,82,24,Moderate,Not Selected
47,Male,Bachelor's (Type 1),11,3,18.586005567282616,67,25,15,Constructive,Not Selected
49,Male,Master's,5,1,23.009016434859657,32,36,37,Moderate,Not Selected
45,Male,Bachelor's (Type 2),5,5,4.465388651914742,23,90,42,Aggressive,Not Selected
39,Female,Master's,1,5,29.910919061164478,35,93,86,Moderate,Not Selected
47,Male,Bachelor's (Type 2),14,1,30.881621993445016,9,52,13,Moderate,Not Selected
27,Male,Bachelor's (Type 2),0,5,37.94652276747361,99,29,5,Aggressive,Not Selected
48,Male,Bachelor's (Type 1),12,2,2.4584946145371647,19,2,88,Constructive,Not Selected
50,Female,Bachelor's (Type 1),13,5,28.061910721691508,74,42,22,Moderate,Not Selected
28,Female,PhD,13,5,3.6453716635332194,11,6,59,Constructive,Not Selected
26,Female,Bachelor's (Type 2),1,1,36.05721099833267,61,48,11,Moderate,Not Selected
20,Female,PhD,3,4,3.786399285049224,17,72,12,Moderate,Not Selected
22,Male,Bachelor's (Type 2),1,5,46.58639241708163,93,40,99,Moderate,Not Selected
32,Male,Bachelor's (Type 1),15,5,36.104128344224826,100,76,97,Moderate,Selected
47,Male,Bachelor's (Type 1),0,4,26.369488254257856,62,78,5,Moderate,Not Selected
49,Male,Bachelor's (Type 2),6,1,23.075196164058745,83,53,62,Constructive,Selected
44,Female,PhD,10,4,7.533631520663119,24,68,37,Moderate,Not Selected
50,Female,Bachelor's (Type 2),10,1,15.549969478233155,11,92,49,Constructive,Not Selected
47,Female,Bachelor's (Type 2),14,2,44.44795525104481,20,98,51,Constructive,Not Selected
36,Male,Bachelor's (Type 2),11,1,46.2226405781247,24,90,39,Constructive,Not Selected
44,Female,Bachelor's (Type 1),7,2,1.0373854185265532,10,26,7,Moderate,Not Selected
43,Female,Bachelor's (Type 2),5,2,30.706819573877564,63,7,60,Moderate,Not Selected
20,Male,Bachelor's (Type 1),3,1,36.96503045125568,72,31,7,Aggressive,Not Selected
25,Male,Master's,13,3,31.937349122880317,49,83,96,Moderate,Selected
40,Female,Bachelor's (Type 2),5,1,5.083988243317699,61,63,33,Aggressive,Not Selected
25,Female,Bachelor's (Type 2),2,5,11.886244939945112,88,9,78,Aggressive,Selected
45,Female,Bachelor's (Type 2),11,5,13.517013369069302,98,12,99,Aggressive,Selected
31,Female,Bachelor's (Type 2),7,3,42.58623156525449,95,62,59,Constructive,Not Selected
32,Female,PhD,9,2,24.159971815446024,48,92,56,Constructive,Not Selected
32,Female,Bachelor's (Type 2),13,3,25.34141059706184,13,34,98,Moderate,Not Selected
48,Male,Bachelor's (Type 1),12,5,47.74465232772543,0,60,45,Moderate,Not Selected
34,Male,Bachelor's (Type 2),12,3,32.85429444273578,80,53,21,Moderate,Not Selected
40,Male,Bachelor's (Type 1),1,1,45.93338507763319,24,7,86,Moderate,Not Selected
35,Female,Bachelor's (Type 1),4,3,23.825442767076648,58,28,39,Moderate,Not Selected
41,Male,PhD,0,2,8.471812925914712,71,94,44,Moderate,Not Selected
40,Female,Master's,5,1,47.49677970370429,68,40,54,Moderate,Not Selected
30,Female,PhD,1,4,23.935255783376917,4,29,50,Moderate,Not Selected
47,Male,Bachelor's (Type 2),3,5,10.081571093941092,98,85,85,Moderate,Not Selected
24,Female,Bachelor's (Type 2),5,5,16.11978701519611,18,20,4,Moderate,Not Selected
23,Female,Bachelor's (Type 1),9,3,3.540129484447112,22,75,94,Constructive,Not Selected
22,Male,Bachelor's (Type 2),10,1,24.415029572819257,8,10,12,Aggressive,Not Selected
38,Male,Master's,7,4,43.65640859551183,93,1,27,Moderate,Not Selected
39,Male,Bachelor's (Type 2),11,1,47.67902280033447,49,49,83,Moderate,Not Selected
44,Female,Master's,7,5,47.63011037518218,15,40,96,Aggressive,Selected
37,Male,Master's,10,1,7.261501281437337,32,65,79,Moderate,Selected
34,Male,Bachelor's (Type 1),5,4,20.102694125552848,1,97,61,Aggressive,Selected
28,Female,Bachelor's (Type 2),3,3,2.4114379825353183,13,2,92,Moderate,Not Selected
36,Male,Bachelor's (Type 2),7,2,43.75826724857364,0,79,86,Moderate,Not Selected
33,Male,Bachelor's (Type 2),12,1,18.93778810106369,89,50,23,Moderate,Not Selected
34,Male,Master's,7,2,32.555851394611736,57,67,97,Moderate,Selected
50,Female,Bachelor's (Type 2),9,5,36.74492190386443,88,86,6,Aggressive,Selected
20,Female,Bachelor's (Type 1),13,3,22.49223348715777,15,83,37,Moderate,Not Selected
40,Female,Bachelor's (Type 2),0,3,16.32211682751215,78,24,36,Aggressive,Not Selected
41,Female,PhD,15,1,49.11064550579724,89,29,67,Constructive,Selected
41,Male,Bachelor's (Type 1),3,3,49.22441125119271,46,81,97,Constructive,Not Selected
22,Female,Master's,3,1,15.471818401501096,43,10,41,Moderate,Not Selected
35,Female,Bachelor's (Type 2),6,1,24.981254837222902,79,92,85,Constructive,Selected
42,Male,Master's,15,2,49.64220793300112,13,16,4,Moderate,Not Selected
44,Male,Master's,13,3,1.243420382775161,92,25,63,Constructive,Selected
30,Male,Bachelor's (Type 2),13,1,21.63391241895746,23,22,49,Moderate,Not Selected
31,Female,Bachelor's (Type 2),10,2,6.022877484048421,54,55,86,Aggressive,Selected
29,Female,Master's,6,4,26.45789827813013,14,51,14,Constructive,Not Selected
35,Female,Bachelor's (Type 2),15,2,2.233497727024357,82,47,94,Aggressive,Selected
27,Male,Master's,12,2,21.344921569531397,71,19,72,Aggressive,Selected
25,Male,Bachelor's (Type 1),10,1,12.034953739266756,33,1,52,Aggressive,Not Selected
31,Female,Master's,14,5,27.66541812293704,1,87,24,Moderate,Not Selected
43,Male,Master's,7,5,50.79968245503498,26,30,88,Moderate,Not Selected
47,Male,PhD,15,5,41.02680525633738,73,26,84,Moderate,Selected
40,Male,Bachelor's (Type 1),10,2,43.28210458122107,98,1,8,Constructive,Not Selected
27,Female,Bachelor's (Type 2),4,1,32.763249367954046,86,77,37,Aggressive,Selected
45,Male,Bachelor's (Type 2),6,3,3.077992413612928,71,3,21,Constructive,Not Selected
47,Male,Bachelor's (Type 2),7,2,11.339883802207206,91,12,86,Constructive,Not Selected
23,Female,Bachelor's (Type 2),15,2,47.25322782235275,22,99,48,Aggressive,Selected
45,Female,Bachelor's (Type 1),14,1,19.30565589643756,67,34,67,Moderate,Not Selected
27,Male,Master's,8,4,6.181836324039779,13,71,92,Constructive,Selected
45,Male,Bachelor's (Type 2),2,2,36.1202682933101,62,65,14,Moderate,Not Selected
47,Female,Bachelor's (Type 1),2,4,15.972886196712732,92,5,64,Moderate,Not Selected
37,Female,Bachelor's (Type 2),3,4,14.442845645208584,64,30,53,Moderate,Not Selected
47,Male,Bachelor's (Type 2),4,5,50.89887277791302,67,9,29,Moderate,Not Selected
47,Male,Bachelor's (Type 1),9,1,43.90694625133272,62,20,92,Aggressive,Selected
24,Male,PhD,0,4,21.396890918392053,95,73,19,Moderate,Not Selected
28,Male,PhD,14,1,50.01306039082496,96,22,32,Aggressive,Selected
23,Female,Bachelor's (Type 2),14,5,33.50566117096068,89,2,99,Moderate,Not Selected
46,Male,Bachelor's (Type 1),6,1,38.10112259398801,80,31,85,Constructive,Not Selected
41,Male,Master's,8,2,2.5756521541105792,86,19,76,Moderate,Selected
